CODICE;Geo Point;Geo Shape
4479;44.492068854133805, 11.29555507051875;"{""coordinates"": [11.29555507051875, 44.492068854133805], ""type"": ""Point""}"
15505;44.493607077219266, 11.295674394569584;"{""coordinates"": [11.295674394569584, 44.493607077219266], ""type"": ""Point""}"
14951;44.49206678491691, 11.297759725275673;"{""coordinates"": [11.297759725275673, 44.49206678491691], ""type"": ""Point""}"
4488;44.49282429350869, 11.298069038972729;"{""coordinates"": [11.298069038972729, 44.49282429350869], ""type"": ""Point""}"
4491;44.4919374126134, 11.298928823331458;"{""coordinates"": [11.298928823331458, 44.4919374126134], ""type"": ""Point""}"
16759;44.49388041241684, 11.356979801783174;"{""coordinates"": [11.356979801783174, 44.49388041241684], ""type"": ""Point""}"
16762;44.48736805761961, 11.357724819396884;"{""coordinates"": [11.357724819396884, 44.48736805761961], ""type"": ""Point""}"
16775;44.48787776638306, 11.34488465170253;"{""coordinates"": [11.34488465170253, 44.48787776638306], ""type"": ""Point""}"
16787;44.487899784391786, 11.345357605979807;"{""coordinates"": [11.345357605979807, 44.487899784391786], ""type"": ""Point""}"
16779;44.49833168392305, 11.356588255599394;"{""coordinates"": [11.356588255599394, 44.49833168392305], ""type"": ""Point""}"
16781;44.48994480245614, 11.357209296546865;"{""coordinates"": [11.357209296546865, 44.48994480245614], ""type"": ""Point""}"
16790;44.49932788857575, 11.32792631009502;"{""coordinates"": [11.32792631009502, 44.49932788857575], ""type"": ""Point""}"
10167;44.49958565922838, 11.328321392238408;"{""coordinates"": [11.328321392238408, 44.49958565922838], ""type"": ""Point""}"
16793;44.49943566622625, 11.328629949012964;"{""coordinates"": [11.328629949012964, 44.49943566622625], ""type"": ""Point""}"
16807;44.480005882022176, 11.353015914199673;"{""coordinates"": [11.353015914199673, 44.480005882022176], ""type"": ""Point""}"
16808;44.48021368933108, 11.352522321553622;"{""coordinates"": [11.352522321553622, 44.48021368933108], ""type"": ""Point""}"
16812;44.479423711696185, 11.35250874301734;"{""coordinates"": [11.35250874301734, 44.479423711696185], ""type"": ""Point""}"
16816;44.50414408592021, 11.3435719461944;"{""coordinates"": [11.3435719461944, 44.50414408592021], ""type"": ""Point""}"
16825;44.502138993205946, 11.361828775944216;"{""coordinates"": [11.361828775944216, 44.502138993205946], ""type"": ""Point""}"
16829;44.49708309200896, 11.35052485499038;"{""coordinates"": [11.35052485499038, 44.49708309200896], ""type"": ""Point""}"
15908;44.50274922883129, 11.368857315046833;"{""coordinates"": [11.368857315046833, 44.50274922883129], ""type"": ""Point""}"
15913;44.48269891501996, 11.314365180575571;"{""coordinates"": [11.314365180575571, 44.48269891501996], ""type"": ""Point""}"
15917;44.477736825893075, 11.37973625467066;"{""coordinates"": [11.37973625467066, 44.477736825893075], ""type"": ""Point""}"
15934;44.49237254340943, 11.348710646045005;"{""coordinates"": [11.348710646045005, 44.49237254340943], ""type"": ""Point""}"
15952;44.54880860765895, 11.353330384106867;"{""coordinates"": [11.353330384106867, 44.54880860765895], ""type"": ""Point""}"
15974;44.54868218773099, 11.353818421679822;"{""coordinates"": [11.353818421679822, 44.54868218773099], ""type"": ""Point""}"
15976;44.45692533693607, 11.369458412720467;"{""coordinates"": [11.369458412720467, 44.45692533693607], ""type"": ""Point""}"
15978;44.52273196922436, 11.29528551789858;"{""coordinates"": [11.29528551789858, 44.52273196922436], ""type"": ""Point""}"
15979;44.52247353807387, 11.29510033985252;"{""coordinates"": [11.29510033985252, 44.52247353807387], ""type"": ""Point""}"
15982;44.518438845013264, 11.337877854779725;"{""coordinates"": [11.337877854779725, 44.518438845013264], ""type"": ""Point""}"
16018;44.48581423031969, 11.379784401792769;"{""coordinates"": [11.379784401792769, 44.48581423031969], ""type"": ""Point""}"
16028;44.508876265757515, 11.378993568666523;"{""coordinates"": [11.378993568666523, 44.508876265757515], ""type"": ""Point""}"
16036;44.50955959551058, 11.37837623551491;"{""coordinates"": [11.37837623551491, 44.50955959551058], ""type"": ""Point""}"
16866;44.45459181709475, 11.368193409392772;"{""coordinates"": [11.368193409392772, 44.45459181709475], ""type"": ""Point""}"
16869;44.50874151254412, 11.360282312975597;"{""coordinates"": [11.360282312975597, 44.50874151254412], ""type"": ""Point""}"
16871;44.4746073292713, 11.39833821007114;"{""coordinates"": [11.39833821007114, 44.4746073292713], ""type"": ""Point""}"
17026;44.47309946504718, 11.393760556749875;"{""coordinates"": [11.393760556749875, 44.47309946504718], ""type"": ""Point""}"
17031;44.496278100792466, 11.387550893310813;"{""coordinates"": [11.387550893310813, 44.496278100792466], ""type"": ""Point""}"
17032;44.507049231144265, 11.413562309775346;"{""coordinates"": [11.413562309775346, 44.507049231144265], ""type"": ""Point""}"
17035;44.49656843332525, 11.372863596315685;"{""coordinates"": [11.372863596315685, 44.49656843332525], ""type"": ""Point""}"
17042;44.50274700750113, 11.346459302426625;"{""coordinates"": [11.346459302426625, 44.50274700750113], ""type"": ""Point""}"
17046;44.502365309909756, 11.346286176512214;"{""coordinates"": [11.346286176512214, 44.502365309909756], ""type"": ""Point""}"
17049;44.4617094692633, 11.37989586626671;"{""coordinates"": [11.37989586626671, 44.4617094692633], ""type"": ""Point""}"
17122;44.50321915738887, 11.30779593873818;"{""coordinates"": [11.30779593873818, 44.50321915738887], ""type"": ""Point""}"
14298;44.52787741901063, 11.327077843202565;"{""coordinates"": [11.327077843202565, 44.52787741901063], ""type"": ""Point""}"
6381;44.47939533151563, 11.368071147582098;"{""coordinates"": [11.368071147582098, 44.47939533151563], ""type"": ""Point""}"
6383;44.483322795347775, 11.367558181426425;"{""coordinates"": [11.367558181426425, 44.483322795347775], ""type"": ""Point""}"
6407;44.482180089232195, 11.368646010823646;"{""coordinates"": [11.368646010823646, 44.482180089232195], ""type"": ""Point""}"
6395;44.48136434159545, 11.370720050685014;"{""coordinates"": [11.370720050685014, 44.48136434159545], ""type"": ""Point""}"
6379;44.48252050023398, 11.367731014818354;"{""coordinates"": [11.367731014818354, 44.48252050023398], ""type"": ""Point""}"
6384;44.48279689963658, 11.368908173385705;"{""coordinates"": [11.368908173385705, 44.48279689963658], ""type"": ""Point""}"
6408;44.48193099012084, 11.371197366522658;"{""coordinates"": [11.371197366522658, 44.48193099012084], ""type"": ""Point""}"
6428;44.481987141065645, 11.373681951056257;"{""coordinates"": [11.373681951056257, 44.481987141065645], ""type"": ""Point""}"
15404;44.4807688792401, 11.375038999615255;"{""coordinates"": [11.375038999615255, 44.4807688792401], ""type"": ""Point""}"
6420;44.47907203215504, 11.371867424652574;"{""coordinates"": [11.371867424652574, 44.47907203215504], ""type"": ""Point""}"
6415;44.483548463685445, 11.374493900391414;"{""coordinates"": [11.374493900391414, 44.483548463685445], ""type"": ""Point""}"
6747;44.475080329569586, 11.383933902353196;"{""coordinates"": [11.383933902353196, 44.475080329569586], ""type"": ""Point""}"
6755;44.47732714487547, 11.378722484629757;"{""coordinates"": [11.378722484629757, 44.47732714487547], ""type"": ""Point""}"
6760;44.47896713143017, 11.379971546533376;"{""coordinates"": [11.379971546533376, 44.47896713143017], ""type"": ""Point""}"
6782;44.47387704261314, 11.384531674600108;"{""coordinates"": [11.384531674600108, 44.47387704261314], ""type"": ""Point""}"
6784;44.474400888240126, 11.38410703266258;"{""coordinates"": [11.38410703266258, 44.474400888240126], ""type"": ""Point""}"
6788;44.47466265242104, 11.384757187803874;"{""coordinates"": [11.384757187803874, 44.47466265242104], ""type"": ""Point""}"
6783;44.47496851534501, 11.383663257064285;"{""coordinates"": [11.383663257064285, 44.47496851534501], ""type"": ""Point""}"
6790;44.4752256270774, 11.384305683030115;"{""coordinates"": [11.384305683030115, 44.4752256270774], ""type"": ""Point""}"
6793;44.476144806462415, 11.384708862869827;"{""coordinates"": [11.384708862869827, 44.476144806462415], ""type"": ""Point""}"
6346;44.48454083307844, 11.355780244134033;"{""coordinates"": [11.355780244134033, 44.48454083307844], ""type"": ""Point""}"
6356;44.48748399100011, 11.352817942546679;"{""coordinates"": [11.352817942546679, 44.48748399100011], ""type"": ""Point""}"
6351;44.48607714316971, 11.358068537994843;"{""coordinates"": [11.358068537994843, 44.48607714316971], ""type"": ""Point""}"
17296;44.492245700985755, 11.310895887600617;"{""coordinates"": [11.310895887600617, 44.492245700985755], ""type"": ""Point""}"
17299;44.49207507580355, 11.309130971874461;"{""coordinates"": [11.309130971874461, 44.49207507580355], ""type"": ""Point""}"
17305;44.51354115305785, 11.32700185749595;"{""coordinates"": [11.32700185749595, 44.51354115305785], ""type"": ""Point""}"
13845;44.49787662563284, 11.393812600885324;"{""coordinates"": [11.393812600885324, 44.49787662563284], ""type"": ""Point""}"
17318;44.499226482533246, 11.394758477937868;"{""coordinates"": [11.394758477937868, 44.499226482533246], ""type"": ""Point""}"
17321;44.49830356516468, 11.394123319232056;"{""coordinates"": [11.394123319232056, 44.49830356516468], ""type"": ""Point""}"
17323;44.492078105315116, 11.412368416184425;"{""coordinates"": [11.412368416184425, 44.492078105315116], ""type"": ""Point""}"
17658;44.51813818157828, 11.280108428939828;"{""coordinates"": [11.280108428939828, 44.51813818157828], ""type"": ""Point""}"
17659;44.518803892444815, 11.280528083760862;"{""coordinates"": [11.280528083760862, 44.518803892444815], ""type"": ""Point""}"
17724;44.53528937365918, 11.35223735490765;"{""coordinates"": [11.35223735490765, 44.53528937365918], ""type"": ""Point""}"
17649;44.460205526601435, 11.37091912860592;"{""coordinates"": [11.37091912860592, 44.460205526601435], ""type"": ""Point""}"
17708;44.48058651611275, 11.372222081573252;"{""coordinates"": [11.372222081573252, 44.48058651611275], ""type"": ""Point""}"
17710;44.480209185365084, 11.37255802722637;"{""coordinates"": [11.37255802722637, 44.480209185365084], ""type"": ""Point""}"
17737;44.496053554171105, 11.352036809268236;"{""coordinates"": [11.352036809268236, 44.496053554171105], ""type"": ""Point""}"
17636;44.48387905651519, 11.394704603484353;"{""coordinates"": [11.394704603484353, 44.48387905651519], ""type"": ""Point""}"
17691;44.4898749206683, 11.330122004022156;"{""coordinates"": [11.330122004022156, 44.4898749206683], ""type"": ""Point""}"
17692;44.488959168777505, 11.328375210037956;"{""coordinates"": [11.328375210037956, 44.488959168777505], ""type"": ""Point""}"
17700;44.524718624358414, 11.306497672371083;"{""coordinates"": [11.306497672371083, 44.524718624358414], ""type"": ""Point""}"
17733;44.471432960860156, 11.385762205872433;"{""coordinates"": [11.385762205872433, 44.471432960860156], ""type"": ""Point""}"
17721;44.47661886645756, 11.375130422501885;"{""coordinates"": [11.375130422501885, 44.47661886645756], ""type"": ""Point""}"
17679;44.5053854734084, 11.33621780198292;"{""coordinates"": [11.33621780198292, 44.5053854734084], ""type"": ""Point""}"
17680;44.506881828620564, 11.337239337351365;"{""coordinates"": [11.337239337351365, 44.506881828620564], ""type"": ""Point""}"
17702;44.48115908168308, 11.371790983834655;"{""coordinates"": [11.371790983834655, 44.48115908168308], ""type"": ""Point""}"
17713;44.4787680901799, 11.37433562929549;"{""coordinates"": [11.37433562929549, 44.4787680901799], ""type"": ""Point""}"
17716;44.4771645406466, 11.372809281754467;"{""coordinates"": [11.372809281754467, 44.4771645406466], ""type"": ""Point""}"
17648;44.46379101270775, 11.373865982637447;"{""coordinates"": [11.373865982637447, 44.46379101270775], ""type"": ""Point""}"
17696;44.5307900277489, 11.331822582573745;"{""coordinates"": [11.331822582573745, 44.5307900277489], ""type"": ""Point""}"
17640;44.45405517394808, 11.351340798683825;"{""coordinates"": [11.351340798683825, 44.45405517394808], ""type"": ""Point""}"
17668;44.4963631258803, 11.373666583450357;"{""coordinates"": [11.373666583450357, 44.4963631258803], ""type"": ""Point""}"
14704;44.503911628097384, 11.306902393956324;"{""coordinates"": [11.306902393956324, 44.503911628097384], ""type"": ""Point""}"
14705;44.50393195803893, 11.30741943889386;"{""coordinates"": [11.30741943889386, 44.50393195803893], ""type"": ""Point""}"
14706;44.50375704213199, 11.307340844452177;"{""coordinates"": [11.307340844452177, 44.50375704213199], ""type"": ""Point""}"
14709;44.4980952089596, 11.317766958351076;"{""coordinates"": [11.317766958351076, 44.4980952089596], ""type"": ""Point""}"
14710;44.499936999506744, 11.313186712791202;"{""coordinates"": [11.313186712791202, 44.499936999506744], ""type"": ""Point""}"
14715;44.49975454242365, 11.311441919764222;"{""coordinates"": [11.311441919764222, 44.49975454242365], ""type"": ""Point""}"
14717;44.50019154506666, 11.321453319109398;"{""coordinates"": [11.321453319109398, 44.50019154506666], ""type"": ""Point""}"
14720;44.50070025464637, 11.31923300758428;"{""coordinates"": [11.31923300758428, 44.50070025464637], ""type"": ""Point""}"
14723;44.49938921110966, 11.321131313856027;"{""coordinates"": [11.321131313856027, 44.49938921110966], ""type"": ""Point""}"
14724;44.499130795167275, 11.320973534286964;"{""coordinates"": [11.320973534286964, 44.499130795167275], ""type"": ""Point""}"
14725;44.49867791811333, 11.318956332934235;"{""coordinates"": [11.318956332934235, 44.49867791811333], ""type"": ""Point""}"
4677;44.4970118000996, 11.318790630889305;"{""coordinates"": [11.318790630889305, 44.4970118000996], ""type"": ""Point""}"
14731;44.49976277830246, 11.311201890975685;"{""coordinates"": [11.311201890975685, 44.49976277830246], ""type"": ""Point""}"
14732;44.49539318413481, 11.32209259492378;"{""coordinates"": [11.32209259492378, 44.49539318413481], ""type"": ""Point""}"
16899;44.52008268853703, 11.408086819892302;"{""coordinates"": [11.408086819892302, 44.52008268853703], ""type"": ""Point""}"
16910;44.52674646953826, 11.35007520966027;"{""coordinates"": [11.35007520966027, 44.52674646953826], ""type"": ""Point""}"
16913;44.49499438691129, 11.316117760099543;"{""coordinates"": [11.316117760099543, 44.49499438691129], ""type"": ""Point""}"
16914;44.49568570294871, 11.315864464365951;"{""coordinates"": [11.315864464365951, 44.49568570294871], ""type"": ""Point""}"
16916;44.49561732882433, 11.315364265619689;"{""coordinates"": [11.315364265619689, 44.49561732882433], ""type"": ""Point""}"
16917;44.49156417104276, 11.399608795089078;"{""coordinates"": [11.399608795089078, 44.49156417104276], ""type"": ""Point""}"
16921;44.493263771562795, 11.344583593948814;"{""coordinates"": [11.344583593948814, 44.493263771562795], ""type"": ""Point""}"
16959;44.491429895348496, 11.395696567645874;"{""coordinates"": [11.395696567645874, 44.491429895348496], ""type"": ""Point""}"
16964;44.46196811563655, 11.379589638709861;"{""coordinates"": [11.379589638709861, 44.46196811563655], ""type"": ""Point""}"
16961;44.459788913693984, 11.37839865012859;"{""coordinates"": [11.37839865012859, 44.459788913693984], ""type"": ""Point""}"
16967;44.52192005177733, 11.418594184192065;"{""coordinates"": [11.418594184192065, 44.52192005177733], ""type"": ""Point""}"
16968;44.49644620680509, 11.346662308890853;"{""coordinates"": [11.346662308890853, 44.49644620680509], ""type"": ""Point""}"
16969;44.49628977563329, 11.346819633314041;"{""coordinates"": [11.346819633314041, 44.49628977563329], ""type"": ""Point""}"
16972;44.44268318818098, 11.287784256007846;"{""coordinates"": [11.287784256007846, 44.44268318818098], ""type"": ""Point""}"
16974;44.50002646156402, 11.337898227895574;"{""coordinates"": [11.337898227895574, 44.50002646156402], ""type"": ""Point""}"
16978;44.517354770577654, 11.324887326028712;"{""coordinates"": [11.324887326028712, 44.517354770577654], ""type"": ""Point""}"
